id_an,nom,prenom,sexe,num_dep,num_circo,groupe,email1,email2,email3,adresse_tel,sites_web,twitter,url_an,url_nosdeputes
605991,Genevard,Annie,F,25,5,LR,annie.genevard@assemblee-nationale.fr,,,Permanence parlementaire 5 Rue du Parc 25300 Pontarlier|Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP,http://www.anniegenevard.fr|http://www.anniegenevard2017.fr|https://twitter.com/AnnieGenevard,AnnieGenevard,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605991,https://www.nosdeputes.fr/annie-genevard
721246,Gaillot,Albane,F,94,11,LREM,albane.gaillot@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/albanegaillot2017/|http://www.albanegaillot.fr|https://twitter.com/AlbaneGaillot|http://www.albane-gaillot.fr|http://www.albanegaillot-2017.fr,AlbaneGaillot,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721246,https://www.nosdeputes.fr/albane-gaillot
605694,Falorni,Olivier,H,17,1,LT,olivier.falorni@assemblee-nationale.fr,,,"Permanence parlementaire 12 Ter Rue Villeneuve 17000 La Rochelle Téléphone : 05 46 07 34 00|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.olivierfalorni.com|https://fr-fr.facebook.com/olivierfalorni/|https://twitter.com/OlivierFalorni,OlivierFalorni,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605694,https://www.nosdeputes.fr/olivier-falorni
719130,Michel,Monica,F,13,16,LREM,monica.michel@assemblee-nationale.fr,,,"13 Rue de la République 13200 Arles|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/MonicaMichelEM/|http://www.monica-michel.fr|https://twitter.com/MonicaMichel_Of,MonicaMichel_Of,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719130,https://www.nosdeputes.fr/monica-michel
334843,Verchère,Patrice,H,69,8,LR,vercherepatrice@orange.fr,patrice.verchere@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|24 Avenue Charles de Gaulle, 69170 Tarare Téléphone : 04 74 05 29 59",https://twitter.com/PatriceVerchere|https://fr-fr.facebook.com/Patrice-Verchère-524318061291319/|http://www.patriceverchere.fr,PatriceVerchere,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA334843,https://www.nosdeputes.fr/patrice-verchere
1198,Dumont,Laurence,F,14,2,SOC,laurence.dumont@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 17 Rue Paul Toutain 14000 Caen Téléphone : 02 31 78 15 10",http://www.laurencedumont.fr|https://twitter.com/LDumontDeputee,LDumontDeputee,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1198,https://www.nosdeputes.fr/laurence-dumont
722170,Beaudouin-Hubiere,Sophie,F,87,1,LREM,sophie.beaudouin-hubiere@assemblee-nationale.fr,sophie.beaudouin-hubiere@en-marche.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.64.42",https://fr-fr.facebook.com/SophieBeaudouinHubiere/|http://sophiebeaudouin.fr|https://twitter.com/BeaudouinSo|http://sophiebeaudouinhubiere.en-marche.fr,BeaudouinSo,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722170,https://www.nosdeputes.fr/sophie-beaudouin-hubiere
334768,Touraine,Jean-Louis,H,69,3,LREM,jean-louis.touraine@assemblee-nationale.fr,jl.touraine@laposte.net,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 117 Avenue de Saxe 69003 Lyon Téléphone : 04 37 45 49 49",http://www.jeanlouistouraine.fr|https://fr-fr.facebook.com/jeanlouis.touraine/,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA334768,https://www.nosdeputes.fr/jean-louis-touraine
719540,Toutut-Picard,Élisabeth,F,31,7,LREM,elisabeth.toutut-picard@assemblee-nationale.fr,contact@etp31.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Résidence Belles Rives 8 Rue de l'Abbé Breuil Appartement 18 - Bâtiment A 31600 Muret Téléphone : 05 34 51 67 70",https://fr-fr.facebook.com/Toutut-Picard/|http://www.elisabeth-toutut-picard.fr|https://twitter.com/etoututpicard,etoututpicard,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719540,https://www.nosdeputes.fr/elisabeth-toutut-picard
720342,Le Peih,Nicole,F,56,3,LREM,le.peih.nicole@gmail.com,nicole.lepeih@assemblee-nationale.fr,,"Permanence parlementaire Zone de Kermestre 56150 Baud Téléphone : 02 97 07 92 66|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.75.76",http://www.nicolelepeih.bzh|https://twitter.com/NicoleLePeih|https://fr-fr.facebook.com/NicoleLePeih2017/,NicoleLePeih,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720342,https://www.nosdeputes.fr/nicole-le-peih
1012,la Verpillière (de),Charles,H,01,2,LR,charles.delaverpilliere@assemblee-nationale.fr,charlesdelaverpilliere@orange.fr,,"Permanence parlementaire 4 Rue du Docteur Mehier BP 49 01152 Lagnieu Cedex Téléphone : 04 74 35 13 58|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/charlesdelaverpilliere/|http://www.charlesdelaverpilliere.com|https://twitter.com/delaverpilliere,delaverpilliere,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1012,https://www.nosdeputes.fr/charles-de-la-verpilliere
720754,Studer,Bruno,H,67,3,LREM,bruno.studer@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/BrunoStuder67/|http://www.studer2017.fr|https://twitter.com/brunostuder67|http://www.brunostuder.fr,brunostuder67,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720754,https://www.nosdeputes.fr/bruno-studer
721776,Baichère,Didier,H,78,1,LREM,didier.baichere@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.didierbaichere.fr|https://twitter.com/dbaichere|https://fr-fr.facebook.com/dbaichere78/,dbaichere,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721776,https://www.nosdeputes.fr/didier-baichere
719718,Maillart-Méhaignerie,Laurence,F,35,2,LREM,laurence.maillart-mehaignerie@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/LMaillart|http://lmaillartmehaignerie.fr|https://fr-fr.facebook.com/LMaillartDeputeeLaREM/|http://lmm2017blog.wordpress.com|https://fr-fr.facebook.com/LMaillartMehaignerie,LMaillart,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719718,https://www.nosdeputes.fr/laurence-maillart-mehaignerie
721844,Piron,Béatrice,F,78,3,LREM,beatrice.piron@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.beatricepiron.fr|https://fr-fr.facebook.com/BPiron78/|https://twitter.com/beatricepiron,beatricepiron,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721844,https://www.nosdeputes.fr/beatrice-piron
643145,Vainqueur-Christophe,Hélène,F,971,4,SOC,helene.vainqueur@assemblee-nationale.fr,helene.vainqueur@wanadoo.fr,,Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP|Rue Général Delacroix 97114 Trois-Rivières Téléphone : 05 90 86 91 39,https://twitter.com/hvchristophe,hvchristophe,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA643145,https://www.nosdeputes.fr/helene-vainqueur-christophe
720560,Goulet,Perrine,F,58,1,LREM,perrine.goulet@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01 40 63 76 87|31 Rue Gambetta 58000 Nevers",http://perrinegoulet.fr|https://fr-fr.facebook.com/perrinegouletREM/|http://www.perrinegoulet2017.fr|https://twitter.com/perrinegoulet,perrinegoulet,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720560,https://www.nosdeputes.fr/perrine-goulet
719146,Acquaviva,Jean-Félix,H,2B,2,LT,jean-felix.acquaviva@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 5 Avenue du Président Pierucci 20250 Corte Téléphone : 04 95 61 15 89",https://twitter.com/JF_Acquaviva|https://fr-fr.facebook.com/jeanfelixacquaviva/|http://www.corse.fr,JF_Acquaviva,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719146,https://www.nosdeputes.fr/jean-felix-acquaviva
719710,David,Dominique,F,33,1,LREM,contact@dominiquedavid.fr,dominique.david@assemblee-nationale.fr,,"12 Impasse 1ère Delbos 33300 Bordeaux Téléphone : 0556484410|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01 40 63 95 20",https://fr-fr.facebook.com/DDavid2017/|http://dominiquedavid.fr|https://twitter.com/DominiqueDavid_|https://en-marche.fr|http://dominique-david.fr,DominiqueDavid_,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719710,https://www.nosdeputes.fr/dominique-david
720924,Elimas,Nathalie,F,95,6,MODEM,nathalie.elimas@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.nathalie-elimas.fr|https://twitter.com/avyelimas,avyelimas,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720924,https://www.nosdeputes.fr/nathalie-elimas
721522,Batut,Xavier,H,76,10,LREM,xavier.batut@assemblee-nationale.fr,,,"BP 50010 76450 Cany-Barville Téléphone : 07 85 97 62 19|Permanence parlementaire 3 Rue du Shamrock Zone d'activité du District 76450 Sasseville|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/XavierBatut|https://fr-fr.facebook.com/xavier.batut10/,XavierBatut,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721522,https://www.nosdeputes.fr/xavier-batut
2952,Warsmann,Jean-Luc,H,08,3,UAI,jean-luc.warsmann@assemblee-nationale.fr,,,"Permanence 11 Rue Carnot 08200 Sedan Téléphone : 03 24 27 13 37|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.jlwarsmann.com|https://twitter.com/warsmann,warsmann,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA2952,https://www.nosdeputes.fr/jean-luc-warsmann
607395,Travert,Stéphane,H,50,3,LREM,permanence.stravert@gmail.com,stephane.travert@assemblee-nationale.fr,,"Permanence parlementaire 11 Rue du Calvaire BP 23 50250 La Haye du Puits Téléphone : 02 33 07 95 92|Assemblée nationale 126 Rue de l'Université, 75355 PARIS 07 SP",https://fr-fr.facebook.com/Stéphane-Travert-2017-256137114468103/|https://twitter.com/StTRAVERT|http://www.stephanetravert.fr|http://www.agriculture.gouv.fr|http://www.stephanetravert2017.fr,StTRAVERT,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA607395,https://www.nosdeputes.fr/stephane-travert
720124,Amadou,Aude,F,44,4,LREM,permanence@audeamadou.fr,aude.amadou@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/AudeAmadou|https://fr-fr.facebook.com/AmadouAude/|https://fr-fr.facebook.com/AudeAmadou2017,AudeAmadou,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720124,https://www.nosdeputes.fr/aude-amadou
335999,Batho,Delphine,F,79,2,NI,delphine.batho@assemblee-nationale.fr,,,"Permanence parlementaire 12 Avenue du Commandant Bernier 79500 Melle Téléphone : 05 49 29 18 19|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/delphinebatho|https://fr-fr.facebook.com/DelphineBatho/|http://www.delphinebatho2017.fr|http://www.generationecologie.fr,delphinebatho,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA335999,https://www.nosdeputes.fr/delphine-batho
719504,Lagleize,Jean-Luc,H,31,2,MODEM,jean-luc.lagleize@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.jeanluclagleize.fr|https://fr-fr.facebook.com/JL.Lagleize/|https://twitter.com/jeanluclagleize|https://fr-fr.facebook.com/jeanluc.lagleize,jeanluclagleize,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719504,https://www.nosdeputes.fr/jean-luc-lagleize
720378,Lioger,Richard,H,57,3,LREM,richard.lioger@assemblee-nationale.fr,,,"Permanence 55 Rue aux Arènes 57000 Metz|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.richardlioger.fr|https://twitter.com/RichardLioger,RichardLioger,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720378,https://www.nosdeputes.fr/richard-lioger
718860,Taurine,Bénédicte,F,09,1,LFI,benedicte.taurine@assemblee-nationale.fr,,,"Accueil parlementaire 8 Rue Jean Jaurès 09300 Lavelanet|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://benedictetaurine.fr|https://lafranceinsoumise.fr|https://twitter.com/BenedictTaurine,BenedictTaurine,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718860,https://www.nosdeputes.fr/benedicte-taurine
721328,Brugnera,Anne,F,69,4,LREM,anne.brugnera@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/AnneBrugnera|https://fr-fr.facebook.com/Anne-Brugnera/|http://www.annebrugnera.fr,AnneBrugnera,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721328,https://www.nosdeputes.fr/anne-brugnera
608641,Blein,Yves,H,69,14,LREM,yves.blein@assemblee-nationale.fr,,,Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP|Permanence parlementaire 2 Rue du Château 69200 Venissieux Téléphone : 04 72 89 45 97,http://www.yvesblein.fr|https://twitter.com/yves_blein,yves_blein,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608641,https://www.nosdeputes.fr/yves-blein
718674,Givernet,Olga,F,01,3,LREM,olga.givernet@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/OlgaGivernet|http://www.olga-givernet.fr|https://fr-fr.facebook.com/Page-politique-dOlga-Givernet-1118292008192135/|http://www.olga2017.com,OlgaGivernet,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718674,https://www.nosdeputes.fr/olga-givernet
720454,Houbron,Dimitri,H,59,17,LREM,dimitri.houbron@en-marche.fr,dimitri.houbron@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.dimitrihoubron.fr|https://twitter.com/dhoubron1759,dhoubron1759,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720454,https://www.nosdeputes.fr/dimitri-houbron
605963,Alauzet,Éric,H,25,2,LREM,depute@alauzet.net,eric.alauzet@assemblee-nationale.fr,,Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP|Permanence parlementaire 59 Rue de Belfort 25000 Besançon,https://fr-fr.facebook.com/ericalauzet/|http://www.alauzet.net|https://twitter.com/ericalauzet,ericalauzet,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605963,https://www.nosdeputes.fr/eric-alauzet
719210,Joncour,Bruno,H,22,1,MODEM,bruno.joncour@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.92.09 Téléphone : 02.96.33.57.36",https://fr-fr.facebook.com/bruno.joncour/|https://twitter.com/BJoncour,BJoncour,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719210,https://www.nosdeputes.fr/bruno-joncour
332747,Rugy (de),François,H,44,1,LREM,francois.derugy@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/francoisderugy/|https://twitter.com/Fderugy|http://www.derugy2017.fr|http://www.francoisderugy.fr,Fderugy,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA332747,https://www.nosdeputes.fr/francois-de-rugy
441,Bello,Huguette,F,974,2,GDR,huguette.bello@wanadoo.fr,huguette.bello@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|19 Chaussée Royale, BP 69, 97862 Saint-Paul cedex Téléphone : 02 62 22 60 82",http://www.huguettebello.re|https://twitter.com/HuguetteBello,HuguetteBello,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA441,https://www.nosdeputes.fr/huguette-bello
718838,Brun,Fabrice,H,07,3,LR,fabrice.brun@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire BP 50013 07201 Aubenas Cedex Téléphone : 04 75 39 73 07",https://twitter.com/FabriceBrun|http://fabricebrun.fr|https://fr-fr.facebook.com/FabriceBrunArdeche/,FabriceBrun,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718838,https://www.nosdeputes.fr/fabrice-brun
610654,Nilor,Jean-Philippe,H,972,4,GDR,jean-philippe.nilor@assemblee-nationale.fr,jean-philippe.nilor@wanadoo.fr,,"12 Rue Paul Langevin, 97228 Sainte-Luce Téléphone : 05 96 62 30 62|Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP",,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA610654,https://www.nosdeputes.fr/jean-philippe-nilor
719952,Mis,Jean-Michel,H,42,2,LREM,jean-michel.mis@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permamence parlementaire 12 Place de l'Hôtel de Ville 42000 Saint-Etienne Télécopie : 04 77 80 95 09 Téléphone : 04 77 42 80 15",http://www.jeanmichelmis.fr|https://fr-fr.facebook.com/jeanmichel.mis/|https://twitter.com/JeanMichelMIS|https://jeanmichelmis.en-marche.fr,JeanMichelMIS,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719952,https://www.nosdeputes.fr/jean-michel-mis
722390,Corneloup,Josiane,F,71,2,LR,josiane.corneloup@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://josianecorneloup.fr,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722390,https://www.nosdeputes.fr/josiane-corneloup
719230,Kerlogot,Yannick,H,22,4,LREM,yannick.kerlogot@assemblee-nationale.fr,accueil.permanence@kerlogot.bzh,,"Permanence 16 Place du Champ au Roy 22200 Guingamp Téléphone : 02 96 12 15 23|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/blogyannickkerlogot/|https://twitter.com/Kerlogot22,Kerlogot22,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719230,https://www.nosdeputes.fr/yannick-kerlogot
722382,Dirx,Benjamin,H,71,1,LREM,benjamin.dirx@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 39 Rue Sigorgne 71000 Mâcon",https://twitter.com/BenjaminDirx|http://www.benjamindirx.fr|https://fr-fr.facebook.com/DirxBenjamin/,BenjaminDirx,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722382,https://www.nosdeputes.fr/benjamin-dirx
643175,Dupont,Stella,F,49,2,LREM,stella.dupont@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01 40 63 48 35|Permanence parlementaire 20 Rue Gustave Mareau 49000 Angers Téléphone : 02 41 17 26 02",https://twitter.com/stelladupont|http://stelladupont.fr|https://fr-fr.facebook.com/stelladupont/,stelladupont,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA643175,https://www.nosdeputes.fr/stella-dupont
718894,Dombreval,Loïc,H,06,2,LREM,loic.dombreval@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/loicdombreval|http://www.loicdombreval.fr|http://www.dombreval2017.fr,loicdombreval,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718894,https://www.nosdeputes.fr/loic-dombreval
719258,Delpon,Michel,H,24,2,LREM,michel.delpon@assemblee-nationale.fr,michel.delpon@en-marche.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/micheldelpon/|https://twitter.com/DelponMichelEM,DelponMichelEM,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719258,https://www.nosdeputes.fr/michel-delpon
720014,Tiegna,Huguette,F,46,2,LREM,huguette.tiegna@assemblee-nationale.fr,,,"Permanence parlementaire 2 Rue Caviale 46100 Figeac|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.huguettetiegna.fr|https://twitter.com/HuguetteLREM46|https://fr-fr.facebook.com/HuguetteTiegnaLREM46LOT2/,HuguetteLREM46,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720014,https://www.nosdeputes.fr/huguette-tiegna
718720,Dufrègne,Jean-Paul,H,03,1,GDR,jean-paul.dufregne@assemblee-nationale.fr,,,"Permanence parlementaire 52 Boulevard Ledru-Rollin 03000 Moulins Téléphone : 04 70 20 24 21|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/JP_Dufregne|http://www.jeanpauldufregne.fr|https://fr-fr.facebook.com/Dufregne2017/|http://www.dufregne2017.fr,JP_Dufregne,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718720,https://www.nosdeputes.fr/jean-paul-dufregne
722344,Julien-Laferrière,Hubert,H,69,2,LREM,hubert.julien-laferriere@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/hub_laferriere|https://www.facebook.com/hjulienlaferriere,hub_laferriere,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722344,https://www.nosdeputes.fr/hubert-julien-laferriere
720278,Orphelin,Matthieu,H,49,1,LT,bureau-m-orphelin@assemblee-nationale.fr,matthieu.orphelin@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://matthieuorphelin.org|https://fr-fr.facebook.com/matthieuorphelinrem/|https://twitter.com/M_Orphelin|http://matthieuorphelin.en-marche.fr,M_Orphelin,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720278,https://www.nosdeputes.fr/matthieu-orphelin
267200,Huyghe,Sébastien,H,59,5,LR,sebastien.huyghe@assemblee-nationale.fr,,,"234 Rue du Général de Gaulle, BP 10099 59635 Wattignies Cedex Téléphone : 03 20 60 26 26|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/SebastienHuyghe|https://fr-fr.facebook.com/shuyghe.depute/|http://www.sebastienhuyghe.com,SebastienHuyghe,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267200,https://www.nosdeputes.fr/sebastien-huyghe
672,Bridey,Jean-Jacques,H,94,7,LREM,jean-jacques.bridey@assemblee-nationale.fr,,,Hôtel de Ville 94260 Fresnes|Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP,https://fr-fr.facebook.com/jjbridey/|https://twitter.com/jjbridey94260|http://jeanjacquesbridey.fr,jjbridey94260,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA672,https://www.nosdeputes.fr/jean-jacques-bridey
722284,Fuchs,Bruno,H,68,6,MODEM,bruno.fuchs@assemblee-nationale.fr,,,"Permanence parlementaire 162 Bis Avenue de Colmar 68100 Mulhouse Téléphone : 09 61 65 59 51|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/bruno_fuchs|https://fr-fr.facebook.com/BrunoFuchsHautRhin2017/|http://www.image-strategie.com,bruno_fuchs,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722284,https://www.nosdeputes.fr/bruno-fuchs
720944,Park,Zivka,F,95,9,LREM,zivka.park@assemblee-nationale.fr,zivka.park@en-marche.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://zivkapark.fr|https://fr-fr.facebook.com/ZivkaPark/|https://twitter.com/zivkapark,zivkapark,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720944,https://www.nosdeputes.fr/zivka-park
721560,Griveaux,Benjamin,H,75,5,LREM,benjamin.griveaux@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/BGriveaux|https://fr-fr.facebook.com/BGriveaux/|https://ensemble.paris|http://griveaux2017.fr|https://benjamingriveaux.fr|https://linktr.ee/griveauxbenjamin|https://fr-fr.facebook.com/griveaux2017|http://www.gouvernement.fr/ministre/benjamin-griveaux,BGriveaux,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721560,https://www.nosdeputes.fr/benjamin-griveaux
719640,Mette,Sophie,F,33,9,MODEM,sophie.mette@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/SophieMette1,SophieMette1,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719640,https://www.nosdeputes.fr/sophie-mette
721718,Do,Stéphanie,F,77,10,LREM,stephanie.do@assemblee-nationale.fr,,,"Permanence parlementaire 28 Avenue François Mitterrand 77500 Chelles|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.93.22",https://twitter.com/DoStephanie_77|http://www.stephaniedo.fr|https://fr-fr.facebook.com/StephanieDo.REM77/,DoStephanie_77,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721718,https://www.nosdeputes.fr/stephanie-do
689,Buffet,Marie-George,F,93,4,GDR,marie-george.buffet@wanadoo.fr,marie-george.buffet@assemblee-nationale.fr,,"38 Avenue Paul Vaillant-Couturier 93240 Stains Téléphone : 01 42 35 71 97|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA689,https://www.nosdeputes.fr/marie-george-buffet
719578,Prud'homme,Loïc,H,33,3,LFI,loic.prudhomme@assemblee-nationale.fr,,,"Permanence parlementaire 281 Route de Toulouse 33140 Villenave-d'Ornon|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://loicprudhomme.fr|https://twitter.com/PrudhommeLoic,PrudhommeLoic,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719578,https://www.nosdeputes.fr/loic-prud-homme
722260,Villani,Cédric,H,91,5,LREM,cedric.villani@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|12 Rue Charles de Gaulle 91400 Orsay Téléphone : 09 65 19 70 19",https://twitter.com/VillaniCedric|https://fr-fr.facebook.com/CedricVillaniOfficiel/|http://www.cedricvillani.paris,VillaniCedric,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722260,https://www.nosdeputes.fr/cedric-villani
720968,Benin,Justine,F,971,2,MODEM,justine.benin@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|19 Rue Joffre 97160 Le Moule Téléphone : 05 90 90 36 73",https://fr-fr.facebook.com/justinebenin2/,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720968,https://www.nosdeputes.fr/justine-benin
